         4167146 function calls (4034230 primitive calls) in 36.370 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       60    0.000    0.000    0.000    0.000 ops.py:302(__init__)
      110    0.000    0.000    0.000    0.000 {id}
       90    0.000    0.000    0.000    0.000 base.py:819(ndim)
       60    0.000    0.000    0.000    0.000 expressions.py:162(_has_bool_dtype)
       40    0.000    0.000    0.001    0.000 merge.py:1525(_get_result_dim)
       60    0.000    0.000    0.000    0.000 concat.py:136(<genexpr>)
       60    0.000    0.000    0.000    0.000 base.py:914(_get_names)
       40    0.000    0.000    0.001    0.000 generic.py:2713(__finalize__)
       80    0.000    0.000    0.000    0.000 base.py:1011(_has_complex_internals)
       10    0.000    0.000    0.000    0.000 base.py:2360(_possibly_promote)
       40    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.001    0.000 base.py:887(_assert_can_do_setop)
       30    0.000    0.000    0.000    0.000 common.py:248(_try_sort)
       74    0.000    0.000    0.000    0.000 internals.py:176(fill_value)
       60    0.000    0.000    0.000    0.000 concat.py:118(is_nonempty)
       60    0.000    0.000    0.000    0.000 missing.py:568(fill_zeros)
       60    0.000    0.000    0.000    0.000 series.py:261(_constructor)
       74    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       60    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       20    0.000    0.000    0.000    0.000 __init__.py:1157(info)
       60    0.000    0.000    0.000    0.000 ops.py:299(<lambda>)
       50    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       10    0.000    0.000    0.000    0.000 abc.py:128(__instancecheck__)
       10    0.000    0.000    0.010    0.001 base.py:1448(_append_same_dtype)
       10    0.000    0.000    0.000    0.000 missing.py:564(clean_reindex_fill_method)
       10    0.000    0.000    0.000    0.000 common.py:133(is_dtype_equal)
       10    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
       10    0.000    0.000    0.000    0.000 {pandas.lib.get_blkno_indexers}
       30    0.000    0.000    0.000    0.000 base.py:910(nlevels)
       10    0.000    0.000    0.020    0.002 merge.py:1623(_concat_indexes)
       10    0.000    0.000    0.000    0.000 internals.py:164(to_dense)
       20    0.000    0.000    0.000    0.000 range.py:225(dtype)
       10    0.000    0.000    0.002    0.000 forward_simulation.py:75(BA0_lower_BAT_Sb)
       10    0.000    0.000    0.000    0.000 {method 'total_seconds' of 'datetime.timedelta' objects}
       10    0.000    0.000    0.000    0.000 base.py:3646(_ensure_has_len)
       20    0.000    0.000    0.000    0.000 range.py:229(is_unique)
        1    0.000    0.000    0.001    0.001 base.py:1315(__iter__)
       10    0.000    0.000    0.000    0.000 inference.py:62(is_named_tuple)
       20    0.000    0.000    0.000    0.000 numeric.py:128(inferred_type)
       10    0.000    0.000    0.000    0.000 missing.py:66(clean_fill_method)
       10    0.000    0.000    0.000    0.000 {range}
       10    0.000    0.000    0.000    0.000 merge.py:1615(_maybe_check_integrity)
       10    0.000    0.000    0.000    0.000 forward_simulation.py:67(BA0_lower_BAT_Sw)
       10    0.000    0.000    0.000    0.000 {pandas.algos.ensure_platform_int}
       10    0.000    0.000    0.000    0.000 forward_simulation.py:83(BA0_lower_BAT_Pl)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {iter}
